date,permno,dn_gold,dn_not_gold,r,rf,r_mkt,r_gld,date1,firm name
21550,71298,1,0,-0.011078,6.26919E-05,0.08800894,0.028866,2019m1,BARRICK GOLD CORP
21581,71298,1,0,-0.056012,6.58941E-05,0.032714512,-0.006092,2019m2,BARRICK GOLD CORP
21609,71298,1,0,0.084652,6.49201E-05,0.013366196,-0.015969,2019m3,BARRICK GOLD CORP
21640,71298,1,0,-0.07221,6.43614E-05,0.03786733,-0.006639,2019m4,BARRICK GOLD CORP
21670,71298,1,0,-0.02044,6.57441E-05,-0.061593663,0.017574,2019m5,BARRICK GOLD CORP
21701,71298,1,0,0.269726,6.24137E-05,0.067385904,0.080029,2019m6,BARRICK GOLD CORP
21731,71298,1,0,0.031072,5.40672E-05,0.013151872,0.000075,2019m7,BARRICK GOLD CORP
21762,71298,1,0,0.194342,5.54505E-05,-0.020256182,0.079123,2019m8,BARRICK GOLD CORP
21793,71298,1,0,-0.105779,5.39281E-05,0.015959764,-0.033948,2019m9,BARRICK GOLD CORP
21823,71298,1,0,0.001731,0.000047833,0.020895692,0.025635,2019m10,BARRICK GOLD CORP
21854,71298,1,0,-0.029378,4.09966E-05,0.036646236,-0.032086,2019m11,BARRICK GOLD CORP
21884,71298,1,0,0.106548,4.28025E-05,0.028492387,0.036559,2019m12,BARRICK GOLD CORP
16437,21207,1,0,-0.063499,4.79488E-05,-0.026517818,-0.036073,2005m1,NEWMONT MINING CORP
16468,21207,1,0,0.081991,5.52449E-05,0.022697801,0.030791,2005m2,NEWMONT MINING CORP
16496,21207,1,0,-0.058889,6.83199E-05,-0.016850591,-0.016085,2005m3,NEWMONT MINING CORP
16527,21207,1,0,-0.101302,7.15995E-05,-0.025221592,0.012377,2005m4,NEWMONT MINING CORP
16557,21207,1,0,-0.016592,7.34756E-05,0.037993193,-0.039216,2005m5,NEWMONT MINING CORP
16588,21207,1,0,0.048067,7.58995E-05,0.011474352,0.042977,2005m6,NEWMONT MINING CORP
16618,21207,1,0,-0.03792,8.11338E-05,0.04332678,-0.014273,2005m7,NEWMONT MINING CORP
16649,21207,1,0,0.054061,8.83692E-05,-0.006014118,0.013545,2005m8,NEWMONT MINING CORP
16680,21207,1,0,0.19429,9.22463E-05,0.010593397,0.076037,2005m9,NEWMONT MINING CORP
16710,21207,1,0,-0.096884,8.57937E-05,-0.013740895,-0.006424,2005m10,NEWMONT MINING CORP
16741,21207,1,0,0.084977,0.000102214,0.034165464,0.05819,2005m11,NEWMONT MINING CORP
16771,21207,1,0,0.157849,0.000108115,0.003497276,0.050509,2005m12,NEWMONT MINING CORP
16802,21207,1,0,0.157303,0.000109467,0.040057153,0.099263,2006m1,NEWMONT MINING CORP
16833,21207,1,0,-0.143689,0.000114735,-0.001628355,-0.011111,2006m2,NEWMONT MINING CORP
16861,21207,1,0,-0.017574,0.000122255,0.018970178,0.036205,2006m3,NEWMONT MINING CORP
16892,21207,1,0,0.124687,0.000127023,0.013077589,0.12031,2006m4,NEWMONT MINING CORP
16922,21207,1,0,-0.106408,0.00012549,-0.0310251,-0.013212,2006m5,NEWMONT MINING CORP
16953,21207,1,0,0.016874,0.000129768,-0.00031823,-0.046707,2006m6,NEWMONT MINING CORP
16983,21207,1,0,-0.032118,0.000122283,-0.009683346,0.031521,2006m7,NEWMONT MINING CORP
17014,21207,1,0,0.00039,0.000137031,0.025151808,-0.013775,2006m8,NEWMONT MINING CORP
17045,21207,1,0,-0.163902,0.000139857,0.019410975,-0.045272,2006m9,NEWMONT MINING CORP
17075,21207,1,0,0.058947,0.000125072,0.034900714,0.012948,2006m10,NEWMONT MINING CORP
17106,21207,1,0,0.036227,0.00014149,0.025525862,0.068891,2006m11,NEWMONT MINING CORP
17136,21207,1,0,-0.035387,0.000143203,0.010861081,-0.018326,2006m12,NEWMONT MINING CORP
17167,21207,1,0,-0.001107,0.000129323,0.019592071,0.025629,2007m1,NEWMONT MINING CORP
17198,21207,1,0,0,0.000135062,-0.014020795,0.025451,2007m2,NEWMONT MINING CORP
17226,21207,1,0,-0.066741,0.000142027,0.012952416,-0.011131,2007m3,NEWMONT MINING CORP
17257,21207,1,0,-0.006906,0.000138453,0.039758045,0.020535,2007m4,NEWMONT MINING CORP
17287,21207,1,0,-0.02446,0.000130343,0.038909491,-0.023103,2007m5,NEWMONT MINING CORP
17318,21207,1,0,-0.037365,0.000130377,-0.014821285,-0.019378,2007m6,NEWMONT MINING CORP
17348,21207,1,0,0.068868,0.000116709,-0.031721417,0.02365,2007m7,NEWMONT MINING CORP
17379,21207,1,0,0.012216,0.000137021,0.01169362,0.011096,2007m8,NEWMONT MINING CORP
17410,21207,1,0,0.060814,0.000114552,0.04083449,0.105081,2007m9,NEWMONT MINING CORP
17440,21207,1,0,0.137939,9.24765E-05,0.028808465,0.069514,2007m10,NEWMONT MINING CORP
17471,21207,1,0,-0.023772,0.000106659,-0.035230383,-0.016535,2007m11,NEWMONT MINING CORP
17501,21207,1,0,-0.015295,0.000100275,-0.00436252,0.066477,2007m12,NEWMONT MINING CORP
17532,21207,1,0,0.110997,7.27023E-05,-0.062072419,0.108416,2008m1,NEWMONT MINING CORP
17563,21207,1,0,-0.056774,4.32206E-05,-0.021622278,0.052298,2008m2,NEWMONT MINING CORP
17592,21207,1,0,-0.112761,5.68492E-05,-0.010335678,-0.059992,2008m3,NEWMONT MINING CORP
17623,21207,1,0,-0.024062,3.29297E-05,0.051065568,-0.041588,2008m4,NEWMONT MINING CORP
17653,21207,1,0,0.075096,2.90371E-05,0.023818126,0.009232,2008m5,NEWMONT MINING CORP
17684,21207,1,0,0.099516,5.46236E-05,-0.078533299,0.045169,2008m6,NEWMONT MINING CORP
17714,21207,1,0,-0.080521,4.18265E-05,-0.013053237,-0.014442,2008m7,NEWMONT MINING CORP
17745,21207,1,0,-0.059633,4.183E-05,0.010535574,-0.092917,2008m8,NEWMONT MINING CORP
17776,21207,1,0,-0.138359,4.43321E-05,-0.098912783,0.041121,2008m9,NEWMONT MINING CORP
17806,21207,1,0,-0.320433,1.54194E-05,-0.26823696,-0.161397,2008m10,NEWMONT MINING CORP
17837,21207,1,0,0.277525,3.40E-06,-0.060760938,0.125736,2008m11,NEWMONT MINING CORP
17867,21207,1,0,0.212481,9.72E-07,0.022324005,0.077325,2008m12,NEWMONT MINING CORP
17898,21207,1,0,-0.022604,4.17E-07,-0.078490332,0.055363,2009m1,NEWMONT MINING CORP
17929,21207,1,0,0.046506,4.17E-06,-0.10050758,0.014456,2009m2,NEWMONT MINING CORP
17957,21207,1,0,0.077588,4.44E-06,0.087015815,-0.02537,2009m3,NEWMONT MINING CORP
17988,21207,1,0,-0.100983,3.75E-06,0.10942493,-0.033341,2009m4,NEWMONT MINING CORP
18018,21207,1,0,0.214463,1.25E-06,0.067855343,0.102326,2009m5,NEWMONT MINING CORP
18049,21207,1,0,-0.161653,4.17E-06,-0.003095992,-0.052183,2009m6,NEWMONT MINING CORP
18079,21207,1,0,0.011745,3.47E-06,0.081810951,0.023799,2009m7,NEWMONT MINING CORP
18110,21207,1,0,-0.028053,3.75E-06,0.031335082,0.000536,2009m8,NEWMONT MINING CORP
18141,21207,1,0,0.097786,3.47E-06,0.045273893,0.058351,2009m9,NEWMONT MINING CORP
18171,21207,1,0,-0.012722,1.25E-06,-0.031813566,0.037228,2009m10,NEWMONT MINING CORP
18202,21207,1,0,0.234238,8.33E-07,0.05139517,0.127865,2009m11,NEWMONT MINING CORP
18232,21207,1,0,-0.116145,2.50E-06,0.028345333,-0.072034,2009m12,NEWMONT MINING CORP
18263,21207,1,0,-0.09406,1.53E-06,-0.037133396,-0.01258,2010m1,NEWMONT MINING CORP
18294,21207,1,0,0.14979,4.17E-07,0.034774009,0.032748,2010m2,NEWMONT MINING CORP
18322,21207,1,0,0.035511,2.64E-06,0.063639559,-0.004386,2010m3,NEWMONT MINING CORP
18353,21207,1,0,0.101119,4.03E-06,0.02006969,0.058834,2010m4,NEWMONT MINING CORP
18383,21207,1,0,-0.0403,4.17E-06,-0.0792135,0.030522,2010m5,NEWMONT MINING CORP
18414,21207,1,0,0.149015,4.44E-06,-0.05082589,0.023545,2010m6,NEWMONT MINING CORP
18444,21207,1,0,-0.09459,3.75E-06,0.070217036,-0.050871,2010m7,NEWMONT MINING CORP
18475,21207,1,0,0.096959,4.17E-06,-0.042918108,0.057061,2010m8,NEWMONT MINING CORP
18506,21207,1,0,0.026745,4.72E-06,0.091566809,0.047756,2010m9,NEWMONT MINING CORP
18536,21207,1,0,-0.031046,4.31E-06,0.037957888,0.036823,2010m10,NEWMONT MINING CORP
18567,21207,1,0,-0.033355,4.03E-06,0.008776129,0.021113,2010m11,NEWMONT MINING CORP
18597,21207,1,0,0.046745,4.72E-06,0.067283355,0.024369,2010m12,NEWMONT MINING CORP
18628,21207,1,0,-0.103532,1.53E-06,0.019074835,-0.063798,2011m1,NEWMONT MINING CORP
18659,21207,1,0,0.003632,4.17E-06,0.038132824,0.059991,2011m2,NEWMONT MINING CORP
18687,21207,1,0,-0.00977,3.75E-06,0.003429908,0.015974,2011m3,NEWMONT MINING CORP
18718,21207,1,0,0.073837,1.81E-06,0.028691143,0.089447,2011m4,NEWMONT MINING CORP
18748,21207,1,0,-0.034806,8.33E-07,-0.014824625,-0.017917,2011m5,NEWMONT MINING CORP
18779,21207,1,0,-0.042425,1.25E-06,-0.018264329,-0.024318,2011m6,NEWMONT MINING CORP
18809,21207,1,0,0.030387,5.56E-07,-0.022433277,0.084171,2011m7,NEWMONT MINING CORP
18840,21207,1,0,0.126056,5.00E-06,-0.057314355,0.122749,2011m8,NEWMONT MINING CORP
18871,21207,1,0,0.010061,4.17E-07,-0.084963292,-0.110623,2011m9,NEWMONT MINING CORP
18901,21207,1,0,0.061636,5.56E-07,0.077098571,0.058712,2011m10,NEWMONT MINING CORP
18932,21207,1,0,0.030675,6.94E-07,-0.025843721,0.016673,2011m11,NEWMONT MINING CORP
18962,21207,1,0,-0.123693,1.67E-07,0.003712904,-0.106624,2011m12,NEWMONT MINING CORP
18993,21207,1,0,0.024496,4.17E-07,0.054102685,0.113955,2012m1,NEWMONT MINING CORP
19024,21207,1,0,-0.033426,1.67E-06,0.041180659,-0.029673,2012m2,NEWMONT MINING CORP
19053,21207,1,0,-0.131342,1.11E-06,0.024026984,-0.013184,2012m3,NEWMONT MINING CORP
19084,21207,1,0,-0.070607,9.72E-07,-0.006807001,-0.00148,2012m4,NEWMONT MINING CORP
19114,21207,1,0,-0.010283,1.81E-06,-0.06588918,-0.06338,2012m5,NEWMONT MINING CORP
19145,21207,1,0,0.036047,8.33E-07,0.038209856,0.023546,2012m6,NEWMONT MINING CORP
19175,21207,1,0,-0.083282,9.72E-07,0.01029374,0.008377,2012m7,NEWMONT MINING CORP
19206,21207,1,0,0.139645,1.39E-06,0.0262923,0.049396,2012m8,NEWMONT MINING CORP
19237,21207,1,0,0.112174,2.36E-06,0.026509769,0.046706,2012m9,NEWMONT MINING CORP
19267,21207,1,0,-0.025618,1.53E-06,-0.010423535,-0.029437,2012m10,NEWMONT MINING CORP
19298,21207,1,0,-0.13723,2.78E-06,0.00651237,-0.004675,2012m11,NEWMONT MINING CORP
19328,21207,1,0,-0.006371,3.19E-06,0.012589275,-0.024267,2012m12,NEWMONT MINING CORP
19359,21207,1,0,-0.074935,5.56E-07,0.054154016,-0.005064,2013m1,NEWMONT MINING CORP
19390,21207,1,0,-0.062151,1.11E-06,0.00837254,-0.050868,2013m2,NEWMONT MINING CORP
19418,21207,1,0,0.050261,2.36E-06,0.035316341,0.009608,2013m3,NEWMONT MINING CORP
19449,21207,1,0,-0.226546,9.72E-07,0.014946403,-0.075743,2013m4,NEWMONT MINING CORP
19479,21207,1,0,0.058025,9.72E-07,0.019178808,-0.061988,2013m5,NEWMONT MINING CORP
19510,21207,1,0,-0.116103,5.56E-07,-0.015042944,-0.110588,2013m6,NEWMONT MINING CORP
19540,21207,1,0,0.001669,1.39E-07,0.05263016,0.074301,2013m7,NEWMONT MINING CORP
19571,21207,1,0,0.059,2.78E-07,-0.025734028,0.052047,2013m8,NEWMONT MINING CORP
19602,21207,1,0,-0.107649,6.94E-07,0.03750895,-0.047838,2013m9,NEWMONT MINING CORP
19632,21207,1,0,-0.029893,6.94E-07,0.035732113,-0.003433,2013m10,NEWMONT MINING CORP
19663,21207,1,0,-0.089142,9.72E-07,0.023912761,-0.055112,2013m11,NEWMONT MINING CORP
19693,21207,1,0,-0.064438,1.53E-06,0.026196547,-0.037945,2013m12,NEWMONT MINING CORP
19724,21207,1,0,-0.062093,4.17E-07,-0.029955011,0.034189,2014m1,NEWMONT MINING CORP
19755,21207,1,0,0.076852,8.33E-07,0.04628982,0.062703,2014m2,NEWMONT MINING CORP
19783,21207,1,0,0.014187,1.25E-06,0.004435728,-0.031421,2014m3,NEWMONT MINING CORP
19814,21207,1,0,0.0593,8.33E-07,0.001423084,0.004935,2014m4,NEWMONT MINING CORP
19844,21207,1,0,-0.078131,5.56E-07,0.020251282,-0.03051,2014m5,NEWMONT MINING CORP
19875,21207,1,0,0.112495,1.11E-06,0.028027399,0.06319,2014m6,NEWMONT MINING CORP
19905,21207,1,0,-0.020833,4.17E-07,-0.020529615,-0.036317,2014m7,NEWMONT MINING CORP
19936,21207,1,0,0.087515,2.08E-07,0.040290773,0.003809,2014m8,NEWMONT MINING CORP
19967,21207,1,0,-0.14821,5.56E-07,-0.025125347,-0.061763,2014m9,NEWMONT MINING CORP
19997,21207,1,0,-0.186117,4.17E-07,0.037308317,-0.030548,2014m10,NEWMONT MINING CORP
20028,21207,1,0,-0.01919,2.78E-07,0.020212194,-0.004882,2014m11,NEWMONT MINING CORP
20058,21207,1,0,0.028533,1.11E-06,-0.003581473,0.013112,2014m12,NEWMONT MINING CORP
20089,21207,1,0,0.330688,4.17E-07,-0.027105996,0.086899,2015m1,NEWMONT MINING CORP
20120,21207,1,0,0.046919,4.17E-07,0.056000657,-0.059052,2015m2,NEWMONT MINING CORP
20148,21207,1,0,-0.174516,6.94E-07,-0.010326237,-0.021522,2015m3,NEWMONT MINING CORP
20179,21207,1,0,0.220175,6.94E-07,0.008638754,-0.001672,2015m4,NEWMONT MINING CORP
20209,21207,1,0,0.028313,-1.39E-07,0.010356373,0.005552,2015m5,NEWMONT MINING CORP
20240,21207,1,0,-0.14152,2.78E-07,-0.019239653,-0.015162,2015m6,NEWMONT MINING CORP
20270,21207,1,0,-0.264983,1.39E-07,0.012304676,-0.06621,2015m7,NEWMONT MINING CORP
20301,21207,1,0,-0.005824,8.33E-07,-0.060059883,0.037072,2015m8,NEWMONT MINING CORP
20332,21207,1,0,-0.057118,2.78E-07,-0.033820637,-0.018011,2015m9,NEWMONT MINING CORP
20362,21207,1,0,0.210952,-2.78E-07,0.074186891,0.022834,2015m10,NEWMONT MINING CORP
20393,21207,1,0,-0.053957,2.78E-07,0.006757039,-0.067521,2015m11,NEWMONT MINING CORP
20423,21207,1,0,-0.021456,2.78E-06,-0.022346674,-0.004513,2015m12,NEWMONT MINING CORP
20454,21207,1,0,0.109505,3.89E-06,-0.056998283,0.054102,2016m1,NEWMONT MINING CORP
20485,21207,1,0,0.294088,6.25E-06,0.000687268,0.109312,2016m2,NEWMONT MINING CORP
20514,21207,1,0,0.030004,6.25E-06,0.070505328,-0.008429,2016m3,NEWMONT MINING CORP
20545,21207,1,0,0.315651,4.72E-06,0.011831184,0.051088,2016m4,NEWMONT MINING CORP
20575,21207,1,0,-0.073206,4.31E-06,0.014391575,-0.061383,2016m5,NEWMONT MINING CORP
20606,21207,1,0,0.207806,5.00E-06,0.00317322,0.089695,2016m6,NEWMONT MINING CORP
20636,21207,1,0,0.124744,5.14E-06,0.038786817,0.019847,2016m7,NEWMONT MINING CORP
20667,21207,1,0,-0.130909,5.00E-06,0.002798747,-0.032563,2016m8,NEWMONT MINING CORP
20698,21207,1,0,0.028112,6.81E-06,0.003044502,0.006892,2016m9,NEWMONT MINING CORP
20728,21207,1,0,-0.057266,5.56E-06,-0.027060967,-0.029449,2016m10,NEWMONT MINING CORP
20759,21207,1,0,-0.12419,5.00E-06,0.040418684,-0.083566,2016m11,NEWMONT MINING CORP
20789,21207,1,0,0.051788,6.94E-06,0.018747913,-0.01915,2016m12,NEWMONT MINING CORP
20820,21207,1,0,0.064866,1.25021E-05,0.022173285,0.054192,2017m1,NEWMONT MINING CORP
20851,21207,1,0,-0.056229,1.30575E-05,0.032628167,0.031848,2017m2,NEWMONT MINING CORP
20879,21207,1,0,-0.035923,1.22239E-05,0.002050097,-0.004277,2017m3,NEWMONT MINING CORP
20910,21207,1,0,0.025789,2.00888E-05,0.00961907,0.017267,2017m4,NEWMONT MINING CORP
20940,21207,1,0,0.010056,1.83379E-05,0.009357944,-0.001242,2017m5,NEWMONT MINING CORP
20971,21207,1,0,-0.050073,2.02823E-05,0.009678217,-0.021555,2017m6,NEWMONT MINING CORP
21001,21207,1,0,0.147576,2.27848E-05,0.017181421,0.023132,2017m7,NEWMONT MINING CORP
21032,21207,1,0,0.031477,2.68142E-05,0.001612967,0.041988,2017m8,NEWMONT MINING CORP
21063,21207,1,0,-0.019692,2.4981E-05,0.023813292,-0.033699,2017m9,NEWMONT MINING CORP
21093,21207,1,0,-0.03599,2.61203E-05,0.02134813,-0.007485,2017m10,NEWMONT MINING CORP
21124,21207,1,0,0.022954,2.68142E-05,0.027409703,0.003563,2017m11,NEWMONT MINING CORP
21154,21207,1,0,0.016356,3.09857E-05,0.01228676,0.021057,2017m12,NEWMONT MINING CORP
21185,21207,1,0,0.079691,3.47385E-05,0.050687827,0.032349,2018m1,NEWMONT MINING CORP
21216,21207,1,0,-0.057023,3.27896E-05,-0.039435159,-0.02076,2018m2,NEWMONT MINING CORP
21244,21207,1,0,0.02644,3.73765E-05,-0.018494524,0.00632,2018m3,NEWMONT MINING CORP
21275,21207,1,0,0.005631,4.44721E-05,0.004840275,-0.00954,2018m4,NEWMONT MINING CORP
21305,21207,1,0,-0.009163,4.50243E-05,0.026277516,-0.011959,2018m5,NEWMONT MINING CORP
21336,21207,1,0,-0.027742,4.76707E-05,0.005291238,-0.036149,2018m6,NEWMONT MINING CORP
21366,21207,1,0,-0.027314,4.80868E-05,0.031689063,-0.022419,2018m7,NEWMONT MINING CORP
21397,21207,1,0,-0.154035,5.19755E-05,0.030351875,-0.021381,2018m8,NEWMONT MINING CORP
21428,21207,1,0,-0.022237,5.29545E-05,0.000479954,-0.006607,2018m9,NEWMONT MINING CORP
21458,21207,1,0,0.023841,5.7962E-05,-0.072749645,0.021195,2018m10,NEWMONT MINING CORP
21489,21207,1,0,0.045925,5.97633E-05,0.044112142,0.003387,2018m11,NEWMONT MINING CORP
21519,21207,1,0,0.075758,6.13007E-05,-0.074872576,0.04942,2018m12,NEWMONT MINING CORP
21550,21207,1,0,-0.015584,6.26919E-05,0.08800894,0.028866,2019m1,NEWMONT MINING CORP
21581,21207,1,0,0.000293,6.58941E-05,0.032714512,-0.006092,2019m2,NEWMONT MINING CORP
21609,21207,1,0,0.052462,6.49201E-05,0.013366196,-0.015969,2019m3,NEWMONT MINING CORP
21640,21207,1,0,-0.107073,6.43614E-05,0.03786733,-0.006639,2019m4,NEWMONT GOLDCORP CORP
21670,21207,1,0,0.065357,6.57441E-05,-0.061593663,0.017574,2019m5,NEWMONT GOLDCORP CORP
21701,21207,1,0,0.166818,6.24137E-05,0.067385904,0.080029,2019m6,NEWMONT GOLDCORP CORP
21731,21207,1,0,-0.050689,5.40672E-05,0.013151872,0.000075,2019m7,NEWMONT GOLDCORP CORP
21762,21207,1,0,0.092278,5.54505E-05,-0.020256182,0.079123,2019m8,NEWMONT GOLDCORP CORP
21793,21207,1,0,-0.045876,5.39281E-05,0.015959764,-0.033948,2019m9,NEWMONT GOLDCORP CORP
21823,21207,1,0,0.047732,0.000047833,0.020895692,0.025635,2019m10,NEWMONT GOLDCORP CORP
21854,21207,1,0,-0.033476,4.09966E-05,0.036646236,-0.032086,2019m11,NEWMONT GOLDCORP CORP
21884,21207,1,0,0.135156,4.28025E-05,0.028492387,0.036559,2019m12,NEWMONT GOLDCORP CORP
16437,14593,0,1,0.194099,4.79488E-05,-0.026517818,-0.036073,2005m1,APPLE COMPUTER INC
16468,14593,0,1,0.16671,5.52449E-05,0.022697801,0.030791,2005m2,APPLE COMPUTER INC
16496,14593,0,1,-0.07111,6.83199E-05,-0.016850591,-0.016085,2005m3,APPLE COMPUTER INC
16527,14593,0,1,-0.134629,7.15995E-05,-0.025221592,0.012377,2005m4,APPLE COMPUTER INC
16557,14593,0,1,0.102587,7.34756E-05,0.037993193,-0.039216,2005m5,APPLE COMPUTER INC
16588,14593,0,1,-0.074179,7.58995E-05,0.011474352,0.042977,2005m6,APPLE COMPUTER INC
16618,14593,0,1,0.158653,8.11338E-05,0.04332678,-0.014273,2005m7,APPLE COMPUTER INC
16649,14593,0,1,0.099414,8.83692E-05,-0.006014118,0.013545,2005m8,APPLE COMPUTER INC
16680,14593,0,1,0.143314,9.22463E-05,0.010593397,0.076037,2005m9,APPLE COMPUTER INC
16710,14593,0,1,0.07424,8.57937E-05,-0.013740895,-0.006424,2005m10,APPLE COMPUTER INC
16741,14593,0,1,0.177635,0.000102214,0.034165464,0.05819,2005m11,APPLE COMPUTER INC
16771,14593,0,1,0.060012,0.000108115,0.003497276,0.050509,2005m12,APPLE COMPUTER INC
16802,14593,0,1,0.050355,0.000109467,0.040057153,0.099263,2006m1,APPLE COMPUTER INC
16833,14593,0,1,-0.092968,0.000114735,-0.001628355,-0.011111,2006m2,APPLE COMPUTER INC
16861,14593,0,1,-0.084246,0.000122255,0.018970178,0.036205,2006m3,APPLE COMPUTER INC
16892,14593,0,1,0.12229,0.000127023,0.013077589,0.12031,2006m4,APPLE COMPUTER INC
16922,14593,0,1,-0.150874,0.00012549,-0.0310251,-0.013212,2006m5,APPLE COMPUTER INC
16953,14593,0,1,-0.041827,0.000129768,-0.00031823,-0.046707,2006m6,APPLE COMPUTER INC
16983,14593,0,1,0.18666,0.000122283,-0.009683346,0.031521,2006m7,APPLE COMPUTER INC
17014,14593,0,1,-0.001619,0.000137031,0.025151808,-0.013775,2006m8,APPLE COMPUTER INC
17045,14593,0,1,0.134562,0.000139857,0.019410975,-0.045272,2006m9,APPLE COMPUTER INC
17075,14593,0,1,0.053261,0.000125072,0.034900714,0.012948,2006m10,APPLE COMPUTER INC
17106,14593,0,1,0.130488,0.00014149,0.025525862,0.068891,2006m11,APPLE COMPUTER INC
17136,14593,0,1,-0.074405,0.000143203,0.010861081,-0.018326,2006m12,APPLE COMPUTER INC
17167,14593,0,1,0.01049,0.000129323,0.019592071,0.025629,2007m1,APPLE INC
17198,14593,0,1,-0.013064,0.000135062,-0.014020795,0.025451,2007m2,APPLE INC
17226,14593,0,1,0.098097,0.000142027,0.012952416,-0.011131,2007m3,APPLE INC
17257,14593,0,1,0.074158,0.000138453,0.039758045,0.020535,2007m4,APPLE INC
17287,14593,0,1,0.214339,0.000130343,0.038909491,-0.023103,2007m5,APPLE INC
17318,14593,0,1,0.007005,0.000130377,-0.014821285,-0.019378,2007m6,APPLE INC
17348,14593,0,1,0.079646,0.000116709,-0.031721417,0.02365,2007m7,APPLE INC
17379,14593,0,1,0.051002,0.000137021,0.01169362,0.011096,2007m8,APPLE INC
17410,14593,0,1,0.108247,0.000114552,0.04083449,0.105081,2007m9,APPLE INC
17440,14593,0,1,0.237701,9.24765E-05,0.028808465,0.069514,2007m10,APPLE INC
17471,14593,0,1,-0.040695,0.000106659,-0.035230383,-0.016535,2007m11,APPLE INC
17501,14593,0,1,0.087038,0.000100275,-0.00436252,0.066477,2007m12,APPLE INC
17532,14593,0,1,-0.31664,7.27023E-05,-0.062072419,0.108416,2008m1,APPLE INC
17563,14593,0,1,-0.076389,4.32206E-05,-0.021622278,0.052298,2008m2,APPLE INC
17592,14593,0,1,0.147816,5.68492E-05,-0.010335678,-0.059992,2008m3,APPLE INC
17623,14593,0,1,0.212195,3.29297E-05,0.051065568,-0.041588,2008m4,APPLE INC
17653,14593,0,1,0.085082,2.90371E-05,0.023818126,0.009232,2008m5,APPLE INC
17684,14593,0,1,-0.112901,5.46236E-05,-0.078533299,0.045169,2008m6,APPLE INC
17714,14593,0,1,-0.050705,4.18265E-05,-0.013053237,-0.014442,2008m7,APPLE INC
17745,14593,0,1,0.066562,4.183E-05,0.010535574,-0.092917,2008m8,APPLE INC
17776,14593,0,1,-0.329558,4.43321E-05,-0.098912783,0.041121,2008m9,APPLE INC
17806,14593,0,1,-0.053405,1.54194E-05,-0.26823696,-0.161397,2008m10,APPLE INC
17837,14593,0,1,-0.138675,3.40E-06,-0.060760938,0.125736,2008m11,APPLE INC
17867,14593,0,1,-0.07899,9.72E-07,0.022324005,0.077325,2008m12,APPLE INC
17898,14593,0,1,0.056005,4.17E-07,-0.078490332,0.055363,2009m1,APPLE INC
17929,14593,0,1,-0.009098,4.17E-06,-0.10050758,0.014456,2009m2,APPLE INC
17957,14593,0,1,0.177024,4.44E-06,0.087015815,-0.02537,2009m3,APPLE INC
17988,14593,0,1,0.197013,3.75E-06,0.10942493,-0.033341,2009m4,APPLE INC
18018,14593,0,1,0.079313,1.25E-06,0.067855343,0.102326,2009m5,APPLE INC
18049,14593,0,1,0.048745,4.17E-06,-0.003095992,-0.052183,2009m6,APPLE INC
18079,14593,0,1,0.14716,3.47E-06,0.081810951,0.023799,2009m7,APPLE INC
18110,14593,0,1,0.0295,3.75E-06,0.031335082,0.000536,2009m8,APPLE INC
18141,14593,0,1,0.101896,3.47E-06,0.045273893,0.058351,2009m9,APPLE INC
18171,14593,0,1,0.016995,1.25E-06,-0.031813566,0.037228,2009m10,APPLE INC
18202,14593,0,1,0.060531,8.33E-07,0.05139517,0.127865,2009m11,APPLE INC
18232,14593,0,1,0.054134,2.50E-06,0.028345333,-0.072034,2009m12,APPLE INC
18263,14593,0,1,-0.088591,1.53E-06,-0.037133396,-0.01258,2010m1,APPLE INC
18294,14593,0,1,0.06538,4.17E-07,0.034774009,0.032748,2010m2,APPLE INC
18322,14593,0,1,0.14847,2.64E-06,0.063639559,-0.004386,2010m3,APPLE INC
18353,14593,0,1,0.111021,4.03E-06,0.02006969,0.058834,2010m4,APPLE INC
18383,14593,0,1,-0.016125,4.17E-06,-0.0792135,0.030522,2010m5,APPLE INC
18414,14593,0,1,-0.020827,4.44E-06,-0.05082589,0.023545,2010m6,APPLE INC
18444,14593,0,1,0.022741,3.75E-06,0.070217036,-0.050871,2010m7,APPLE INC
18475,14593,0,1,-0.055005,4.17E-06,-0.042918108,0.057061,2010m8,APPLE INC
18506,14593,0,1,0.167215,4.72E-06,0.091566809,0.047756,2010m9,APPLE INC
18536,14593,0,1,0.060723,4.31E-06,0.037957888,0.036823,2010m10,APPLE INC
18567,14593,0,1,0.03379,4.03E-06,0.008776129,0.021113,2010m11,APPLE INC
18597,14593,0,1,0.03667,4.72E-06,0.067283355,0.024369,2010m12,APPLE INC
18628,14593,0,1,0.051959,1.53E-06,0.019074835,-0.063798,2011m1,APPLE INC
18659,14593,0,1,0.040935,4.17E-06,0.038132824,0.059991,2011m2,APPLE INC
18687,14593,0,1,-0.013314,3.75E-06,0.003429908,0.015974,2011m3,APPLE INC
18718,14593,0,1,0.004656,1.81E-06,0.028691143,0.089447,2011m4,APPLE INC
18748,14593,0,1,-0.006569,8.33E-07,-0.014824625,-0.017917,2011m5,APPLE INC
18779,14593,0,1,-0.03496,1.25E-06,-0.018264329,-0.024318,2011m6,APPLE INC
18809,14593,0,1,0.163285,5.56E-07,-0.022433277,0.084171,2011m7,APPLE INC
18840,14593,0,1,-0.014469,5.00E-06,-0.057314355,0.122749,2011m8,APPLE INC
